phase,env_steps,env_steps_per_second,train_updates_per_second,samples_per_second,total_train_step_time,component_seconds,latest_update_seconds,latest_sample_seconds
warmup_unmeasured,3072,3717.998625704275,0.0,0.0,0.034427124075591564,,,
warmup_unmeasured,3200,3441.8284299822553,0.0,0.0,0.037189535330981016,,,
warmup_unmeasured,3328,3712.193415824928,0.0,0.0,0.034480961970984936,,,
warmup_unmeasured,3456,3714.700089455924,0.0,0.0,0.03445769427344203,,,
warmup_unmeasured,3584,3693.3472812716723,0.0,0.0,0.034656908828765154,,,
warmup_unmeasured,3712,3715.4059415886645,0.0,0.0,0.03445114800706506,,,
warmup_unmeasured,3840,3405.5053761629115,0.0,0.0,0.037586198188364506,,,
warmup_unmeasured,3968,3704.0206629007757,0.0,0.0,0.03455704264342785,,,
warmup_unmeasured,4096,3784.564489715029,0.0,0.0,0.033821593038737774,,,
warmup_unmeasured,4224,3775.2296591815702,0.0,0.0,0.033905222080647945,,,
warmup_unmeasured,4352,3795.297100433345,0.0,0.0,0.03372594993561506,,,
warmup_unmeasured,4480,3608.131880534642,0.0,0.0,0.03547542169690132,,,
warmup_unmeasured,4608,3787.4975960271536,0.0,0.0,0.033795400988310575,,,
warmup_unmeasured,4736,3832.5177405038917,0.0,0.0,0.03339841030538082,,,
warmup_unmeasured,4864,3813.9450389795975,0.0,0.0,0.033561049960553646,,,
warmup_unmeasured,4992,3815.9645851134906,0.0,0.0,0.03354328824207187,,,
warmup_unmeasured,5120,3575.794741574795,0.0,0.0,0.035796238109469414,,,
warmup_unmeasured,5248,3776.8788393516784,0.0,0.0,0.03389041731134057,,,
warmup_unmeasured,5376,3803.1209009690797,0.0,0.0,0.033656568732112646,,,
warmup_unmeasured,5504,3751.56756467269,0.0,0.0,0.03411907097324729,,,
warmup_unmeasured,5632,3609.5057433637894,0.0,0.0,0.03546191891655326,,,
warmup_unmeasured,5760,3720.6510829467325,0.0,0.0,0.03440258093178272,,,
